15,22,7396
12,29,7483
13,41,7498
11,33,7520
13,30,7447
18,41,7466
15,26,7446
12,17,7394
20,31,7471
14,28,7385
12,29,7447
16,22,7440
17,25,7441
20,30,7450
22,31,7487
22,38,7477
23,30,7439
15,34,7498
13,19,7422
16,30,7491
18,39,7438
19,30,7466
18,33,7448
14,30,7421
24,24,7462
27,31,7449
16,30,7495
16,22,7435
26,17,7411
16,30,7487
8,35,7498
18,25,7463
16,31,7489
17,31,7454
19,32,7451
13,26,7503
14,25,7474
12,24,7465
18,40,7463
21,24,7491
19,34,7478
19,29,7469
17,23,7487
11,20,7451
16,23,7423
19,32,7471
14,39,7496
23,28,7440
12,31,7470
15,22,7468
5,37,7486
17,40,7480
11,30,7484
18,26,7430
16,19,7467
18,33,7512
17,31,7465
11,28,7477
13,23,7403
14,28,7464
13,24,7428
15,26,7465
16,34,7508
19,38,7388
14,29,7465
19,43,7484
13,27,7472
17,33,7429
12,22,7421
15,20,7434
14,28,7491
13,31,7487
16,32,7463
18,26,7470
18,40,7491
18,23,7464
13,32,7396
19,22,7424
14,40,7465
18,37,7478
14,29,7445
12,24,7483
17,25,7520
16,39,7437
14,30,7496
10,25,7479
21,26,7483
18,16,7414
16,29,7435
17,24,7455
18,30,7519
21,28,7458
11,35,7518
11,22,7475
12,28,7488
22,26,7409
17,32,7466
9,30,7515
15,22,7535
17,30,7439
,,
15.96,28.98,7462.74
