56,86,7514
51,80,7517
47,88,7456
53,60,7446
58,87,7476
55,90,7535
56,100,7490
58,86,7503
51,66,7450
44,65,7500
45,68,7475
51,57,7531
56,67,7500
69,108,7490
55,70,7512
36,70,7485
47,70,7504
58,80,7507
50,93,7504
48,98,7538
46,65,7528
50,62,7485
51,68,7455
62,71,7463
54,65,7527
61,78,7513
57,88,7592
67,79,7561
59,106,7464
57,78,7547
44,95,7515
61,76,7558
58,70,7445
57,71,7500
44,85,7517
55,89,7573
63,69,7459
67,69,7510
43,100,7575
71,70,7545
54,66,7513
61,85,7524
44,80,7502
58,86,7453
59,94,7501
56,108,7538
49,73,7476
55,75,7545
48,62,7546
68,69,7476
67,79,7548
58,89,7542
43,57,7460
51,81,7587
54,74,7511
68,89,7549
39,82,7503
58,68,7548
45,57,7493
54,81,7494
58,56,7476
69,96,7503
60,92,7545
59,69,7503
66,85,7510
64,59,7469
57,75,7484
63,70,7456
38,78,7456
48,64,7529
54,103,7512
53,59,7459
42,66,7467
52,62,7460
57,69,7566
62,97,7552
50,79,7502
51,84,7546
55,86,7525
50,109,7498
39,77,7456
51,104,7577
54,97,7486
54,73,7550
45,68,7395
46,66,7485
57,77,7511
64,97,7511
52,78,7527
66,69,7490
54,70,7504
59,106,7550
62,68,7430
52,70,7541
56,81,7481
53,64,7467
58,95,7464
59,92,7539
48,82,7474
52,95,7475
,,
54.49,78.85,7505.05
