27763,14,7446
27396,17,7458
27560,18,7461
27665,19,7383
27666,18,7469
27614,15,7447
27560,14,7428
27286,17,7387
27613,12,7448
27390,13,7459
27732,20,7417
27399,26,7461
27550,16,7419
27735,18,7453
27680,21,7466
27672,18,7421
27816,20,7389
27645,12,7473
27673,15,7440
27567,16,7495
27430,17,7423
27947,13,7436
27697,13,7488
27427,15,7508
27707,18,7532
27483,13,7402
27584,14,7370
27677,16,7434
27623,15,7467
27567,19,7395
27573,21,7511
27640,16,7366
27505,19,7403
27618,14,7486
27605,12,7480
27640,14,7452
27829,13,7448
27432,14,7437
27476,24,7467
27797,15,7442
27568,10,7391
27547,21,7419
27593,13,7437
27656,17,7428
27508,13,7437
27578,14,7403
27768,15,7506
27506,17,7487
27640,13,7458
27652,12,7460
27706,18,7377
27544,14,7424
27425,15,7459
27531,18,7413
27449,9,7423
27704,10,7506
27470,14,7400
27441,10,7480
27479,15,7437
27638,21,7465
27549,16,7537
27595,17,7454
27490,13,7498
27620,9,7376
27689,21,7416
27635,12,7466
27529,18,7497
27453,20,7446
27673,18,7434
27392,12,7404
27248,17,7430
27565,22,7424
27875,8,7380
27769,22,7495
27542,23,7452
27434,15,7388
27700,18,7497
27421,19,7446
27529,10,7425
27550,17,7397
27544,12,7499
27767,17,7506
27550,18,7415
27569,11,7415
27509,9,7449
27428,14,7470
27741,18,7420
27618,18,7442
27617,22,7440
27494,18,7447
27621,16,7518
27295,21,7475
27534,19,7453
27596,19,7435
27465,12,7447
27527,16,7438
27622,16,7417
27374,21,7481
27545,11,7467
27633,21,7466
,,
27579.49,15.99,7445.39
