48,2,7457
51,0,7453
43,2,7447
48,2,7503
53,4,7510
61,1,7463
41,0,7473
48,2,7447
42,0,7311
42,1,7444
50,2,7403
48,0,7453
41,1,7409
43,2,7500
47,2,7489
47,1,7390
53,0,7418
49,2,7397
57,2,7371
38,1,7442
41,0,7464
48,3,7376
46,5,7433
52,3,7453
56,3,7486
47,1,7434
53,2,7452
52,0,7435
50,2,7405
54,1,7401
48,0,7451
50,2,7422
43,1,7526
39,0,7428
53,4,7394
44,0,7502
43,2,7430
51,1,7467
52,5,7451
45,1,7416
50,1,7426
57,5,7407
52,2,7454
37,0,7439
47,3,7467
64,1,7431
50,4,7422
55,2,7453
40,2,7458
49,1,7421
46,3,7420
48,2,7335
41,0,7421
44,1,7503
48,1,7471
43,1,7477
34,2,7444
45,1,7474
55,3,7414
53,0,7420
52,1,7428
52,2,7492
43,0,7398
50,4,7394
45,1,7451
35,2,7457
48,6,7404
51,1,7387
47,2,7452
53,1,7413
42,2,7475
54,2,7368
46,2,7466
51,2,7494
43,1,7448
43,4,7466
45,2,7466
50,1,7519
52,1,7445
52,4,7437
52,0,7465
41,4,7441
35,0,7411
45,2,7512
43,1,7388
62,2,7438
56,4,7388
35,2,7492
58,1,7388
44,1,7441
44,2,7366
49,4,7453
49,3,7488
55,1,7384
40,0,7491
51,1,7424
44,1,7430
38,0,7437
65,2,7453
48,3,7459
,,
47.83,1.73,7439.72
