106,1583,8708
97,1576,8763
100,1632,8873
100,1613,8804
99,1550,8793
104,1689,8864
88,1650,8884
81,1676,8816
103,1623,8723
95,1630,8867
102,1687,8846
78,1721,8965
106,1529,8665
88,1586,8794
90,1578,8796
90,1615,8787
89,1548,8822
101,1608,8726
114,1714,8835
86,1856,8917
84,1792,8988
110,1507,8724
105,1789,8916
93,1688,8864
104,1624,8823
107,1787,8982
105,1596,8842
87,1679,8865
94,1600,8754
90,1627,8802
86,1656,8795
95,1714,8843
76,1573,8743
84,1555,8777
95,1581,8821
86,1594,8736
72,1609,8802
78,1586,8843
82,1496,8730
105,1615,8858
114,1807,8935
84,1592,8834
89,1687,8835
100,1620,8819
77,1711,8902
104,1675,8881
82,1626,8794
94,1687,8860
75,1596,8811
96,1640,8785
90,1645,8796
88,1724,8929
83,1633,8792
104,1731,8835
89,1591,8789
107,1572,8811
110,1627,8790
83,1619,8820
101,1407,8714
115,1684,8886
82,1700,8874
86,1785,8914
105,1565,8707
84,1758,8927
89,1797,8902
92,1783,8959
86,1592,8772
133,1735,8979
91,1777,8947
93,1550,8755
102,1765,8946
85,1660,8779
101,1822,8951
97,1760,8931
81,1689,8878
109,1750,8899
95,1513,8781
102,1643,8829
93,1649,8810
84,1349,8621
75,1666,8901
107,1447,8768
126,1717,8901
101,1498,8712
98,1672,8741
91,1640,8835
99,1610,8827
97,1630,8808
103,1656,8884
85,1784,8967
86,1578,8792
92,1552,8748
96,1755,8860
100,1827,8986
76,1462,8680
91,1632,8751
97,1480,8664
90,1861,8968
102,1609,8757
100,1686,8906
,,
94.42,1646.1,8829.91
