239,284,7722
216,233,7660
235,222,7691
238,197,7648
258,175,7600
218,174,7529
264,163,7552
215,203,7610
227,231,7625
231,228,7633
248,276,7748
221,279,7695
244,257,7666
251,215,7609
240,245,7659
206,227,7594
232,295,7697
261,190,7633
225,248,7738
254,292,7676
214,215,7568
238,222,7614
246,207,7635
250,251,7771
227,206,7642
254,237,7592
229,270,7683
238,247,7657
219,194,7671
246,198,7625
253,220,7588
229,211,7639
234,197,7626
253,271,7718
276,186,7587
247,225,7637
259,180,7604
223,268,7648
224,247,7717
264,231,7627
225,213,7588
261,239,7710
232,217,7614
260,285,7711
255,172,7507
217,245,7616
220,193,7581
224,217,7599
226,189,7629
230,254,7716
234,229,7661
246,237,7684
241,264,7656
225,152,7584
234,242,7647
260,240,7633
225,264,7634
251,202,7615
242,221,7667
225,239,7705
251,260,7684
243,238,7622
241,252,7662
245,268,7718
225,240,7676
235,206,7604
238,233,7648
246,275,7719
230,218,7612
233,204,7576
210,193,7601
234,225,7647
231,271,7627
212,219,7657
244,250,7674
265,251,7740
227,250,7677
242,153,7586
222,179,7522
224,242,7630
218,199,7582
235,243,7670
269,183,7564
232,226,7715
236,233,7652
236,193,7678
238,224,7611
232,241,7654
221,268,7662
251,203,7705
225,252,7637
242,259,7664
218,184,7579
261,219,7640
240,262,7649
252,253,7628
233,233,7636
246,226,7572
235,201,7659
210,235,7680
,,
237.07,227.95,7643.1
