519,198,7597
521,165,7605
524,189,7605
501,150,7596
541,192,7642
507,188,7636
531,180,7620
559,183,7583
538,216,7687
540,147,7630
530,138,7586
518,154,7556
527,181,7583
524,207,7591
519,199,7657
532,129,7482
524,166,7613
542,202,7641
531,186,7596
516,223,7655
521,149,7538
448,203,7510
493,242,7609
519,180,7574
495,162,7597
520,152,7551
509,166,7523
534,196,7617
539,153,7613
486,159,7592
520,249,7634
525,170,7547
481,163,7537
514,183,7553
542,178,7553
530,170,7630
491,167,7556
496,226,7666
499,157,7540
502,147,7606
537,158,7577
476,131,7536
554,190,7555
534,139,7531
525,198,7648
545,164,7666
555,181,7594
534,172,7567
515,131,7475
508,183,7612
531,170,7558
518,186,7541
537,165,7590
556,180,7509
464,187,7674
526,188,7618
498,163,7545
537,174,7587
523,159,7561
514,162,7562
502,163,7624
536,251,7706
510,211,7653
548,210,7642
477,218,7618
535,127,7593
504,140,7499
541,181,7604
557,205,7656
509,216,7637
547,158,7487
540,162,7614
500,192,7672
520,172,7624
516,185,7615
491,138,7582
538,179,7535
528,142,7572
529,166,7597
517,175,7592
538,172,7574
530,181,7611
559,167,7612
515,190,7612
475,191,7632
523,200,7625
565,163,7638
506,207,7678
495,230,7678
550,185,7623
530,197,7654
535,233,7700
531,185,7619
497,183,7643
530,213,7672
538,147,7563
510,174,7639
504,126,7538
494,189,7572
479,198,7681
,,
520.44,178.68,7598.99
