222,1,7398
252,3,7420
217,6,7467
230,2,7449
256,1,7466
249,1,7426
241,3,7488
244,5,7428
269,2,7493
263,2,7435
268,2,7447
241,3,7417
229,2,7429
222,2,7455
241,1,7442
236,2,7424
253,4,7502
250,2,7448
251,2,7360
235,0,7371
250,2,7363
245,2,7426
255,2,7490
253,1,7381
230,1,7416
271,1,7338
242,2,7364
256,1,7455
259,5,7463
261,1,7429
259,2,7482
266,3,7478
232,2,7443
224,1,7489
253,2,7474
250,2,7436
266,2,7399
247,0,7361
231,0,7405
237,1,7430
249,4,7501
253,1,7471
222,4,7474
242,0,7482
249,3,7397
241,1,7436
248,2,7458
235,1,7431
242,3,7482
244,2,7461
229,5,7446
265,3,7475
234,3,7439
240,2,7404
248,2,7487
263,5,7462
269,4,7455
239,3,7431
247,1,7493
252,1,7424
223,2,7440
251,0,7467
236,3,7381
241,5,7458
253,0,7436
256,0,7466
232,3,7460
249,0,7373
232,4,7451
247,5,7420
255,2,7432
233,1,7386
254,1,7492
216,2,7467
243,6,7403
264,2,7473
230,1,7437
226,2,7335
252,2,7439
260,3,7508
254,1,7410
237,7,7456
240,3,7426
257,3,7497
237,1,7514
272,1,7408
246,1,7397
259,2,7474
243,3,7477
228,1,7456
233,1,7474
227,4,7487
241,3,7411
245,2,7473
238,1,7527
230,1,7431
279,3,7420
236,2,7415
241,0,7479
242,2,7448
,,
245.05,2.15,7442
