0,4914,11529
0,4975,11624
0,4972,11621
0,5011,11670
0,4964,11547
0,4909,11557
0,4990,11600
0,4930,11602
0,4929,11510
0,5015,11609
0,5048,11615
0,5018,11670
0,4905,11511
0,4956,11575
0,5012,11642
0,5044,11666
0,4978,11576
0,5004,11627
0,4961,11594
0,4993,11625
0,4942,11588
0,4972,11633
0,4905,11544
0,5007,11685
0,4971,11562
0,4968,11583
0,4962,11519
0,5003,11626
0,4973,11564
0,5020,11624
0,4975,11538
0,4959,11610
0,4917,11527
0,5010,11632
0,4962,11551
0,5009,11616
0,4949,11576
0,4961,11593
0,4975,11622
0,4925,11527
0,5013,11648
0,4938,11515
0,4987,11635
0,4930,11493
0,4923,11518
0,4936,11572
0,4894,11517
0,4970,11570
0,4948,11563
0,4949,11586
0,4973,11593
0,4963,11582
0,4952,11573
0,5014,11598
0,4972,11613
0,4982,11604
0,5076,11652
0,4973,11638
0,4948,11593
0,5011,11617
0,4979,11630
0,4952,11603
0,4962,11598
0,4965,11613
0,4951,11596
0,4969,11624
0,4948,11623
0,4987,11602
0,4947,11615
0,4929,11564
0,4985,11554
0,4960,11529
0,5000,11696
0,5053,11647
0,4917,11564
0,5019,11688
0,4981,11592
0,4946,11526
0,5063,11699
0,4963,11564
0,4943,11576
0,4939,11551
0,4971,11544
0,4969,11594
0,4998,11625
0,4964,11573
0,5001,11652
0,4934,11553
0,4927,11563
0,5026,11670
0,4927,11563
0,4960,11629
0,4998,11585
0,4969,11629
0,4863,11490
0,4876,11519
0,4929,11476
0,4947,11601
0,4988,11547
0,4935,11546
,,
0,4967.85,11589.83
