22,58,7544
35,86,7464
19,91,7528
25,93,7534
30,95,7504
21,63,7506
22,64,7446
16,76,7522
24,69,7414
23,105,7613
24,63,7517
26,42,7509
18,65,7493
20,82,7513
24,68,7523
19,68,7468
24,60,7508
23,68,7502
31,82,7538
25,96,7598
26,81,7534
17,76,7511
20,88,7564
31,68,7491
21,81,7517
32,65,7491
19,49,7521
24,82,7496
29,40,7408
25,94,7603
26,89,7519
17,75,7528
22,75,7517
27,96,7556
29,55,7385
12,77,7382
28,78,7487
23,73,7556
23,68,7497
20,78,7466
12,96,7554
24,86,7549
20,84,7476
26,82,7510
25,74,7457
27,52,7532
28,86,7505
17,53,7507
24,86,7523
28,78,7576
23,58,7551
21,78,7526
16,111,7511
26,47,7495
31,52,7510
28,72,7433
24,89,7510
20,65,7497
13,72,7510
17,87,7474
22,56,7512
21,85,7567
25,77,7528
17,85,7581
25,71,7456
19,86,7530
28,79,7401
17,71,7494
26,64,7441
24,82,7577
20,79,7532
23,74,7506
21,57,7538
23,83,7540
25,98,7544
25,69,7457
28,72,7501
22,94,7562
18,83,7456
16,65,7448
34,54,7431
20,75,7423
21,63,7472
27,73,7441
23,67,7522
25,65,7532
25,85,7481
29,56,7526
22,83,7471
27,69,7490
22,53,7478
27,72,7535
22,91,7544
27,99,7506
28,63,7496
13,61,7497
33,72,7507
28,69,7463
14,78,7511
27,66,7485
,,
23.31,74.34,7504.61
