15,17,7464
14,43,7504
19,35,7476
9,43,7481
11,24,7473
15,36,7503
17,23,7476
12,25,7527
13,35,7467
20,35,7442
16,26,7464
21,26,7491
18,29,7451
19,30,7417
13,27,7462
17,12,7427
16,32,7479
19,29,7382
15,22,7455
16,27,7455
15,25,7407
8,13,7389
21,24,7460
12,28,7449
20,19,7471
17,28,7432
29,35,7502
16,21,7498
10,36,7464
17,18,7466
21,35,7471
16,39,7457
19,29,7470
19,36,7510
18,23,7546
24,37,7483
16,23,7485
9,39,7429
15,29,7479
11,30,7504
22,11,7517
20,24,7448
17,25,7444
17,37,7470
18,24,7398
23,35,7483
15,40,7480
18,21,7442
18,38,7415
19,19,7442
17,25,7518
23,30,7460
10,31,7420
17,27,7483
17,27,7443
9,30,7519
14,25,7497
22,42,7482
14,42,7460
14,22,7508
14,21,7464
13,26,7465
18,31,7430
22,25,7445
11,18,7492
20,27,7435
15,22,7480
18,30,7451
9,30,7443
25,36,7501
8,42,7497
13,23,7453
16,21,7489
14,24,7464
14,26,7474
21,31,7529
17,22,7478
15,33,7444
23,22,7466
18,27,7463
17,28,7456
14,23,7426
17,27,7512
21,24,7492
21,33,7508
16,35,7463
12,27,7485
14,23,7452
10,29,7453
15,28,7427
13,25,7449
18,33,7466
22,36,7475
12,31,7452
15,37,7468
14,42,7490
17,34,7430
18,24,7453
14,23,7450
12,31,7431
,,
16.28,28.48,7465.98
